Home Team,Away Team,Date,Result,Prediction,Correct?,Bet Result,Total,spread
Minnesota Timberwolves,Oklahoma City Thunder,2022-12-03,W,1,True,125.0,2413.0,5.0
Golden State Warriors,Houston Rockets,2022-12-03,W,0,False,0,2413.0,11.5
Utah Jazz,Portland Trail Blazers,2022-12-03,W,1,True,115.0,2528.0,5.0
New Orleans Pelicans,Denver Nuggets,2022-12-04,L,1,False,-100,2428.0,2.0
San Antonio Spurs,Phoenix Suns,2022-12-04,W,1,True,120.0,2548.0,-10.0
Brooklyn Nets,Boston Celtics,2022-12-04,W,1,True,90,2638.0,-2.5
Washington Wizards,Los Angeles Lakers,2022-12-04,W,1,True,80,2718.0,2.0
Sacramento Kings,Chicago Bulls,2022-12-04,W,0,False,0,2718.0,3.0
New York Knicks,Cleveland Cavaliers,2022-12-04,L,1,False,-100,2618.0,-3.0
Detroit Pistons,Memphis Grizzlies,2022-12-04,W,1,True,90,2708.0,-6.5
Portland Trail Blazers,Indiana Pacers,2022-12-04,L,1,False,-100,2608.0,5.5
Orlando Magic,Milwaukee Bucks,2022-12-05,L,1,False,-100,2508.0,-10.5
Charlotte Hornets,LA Clippers,2022-12-05,-,1,False,0,2508.0,0
Toronto Raptors,Boston Celtics,2022-12-05,W,1,True,83,2591.0,1.5
Atlanta Hawks,Oklahoma City Thunder,2022-12-05,W,1,True,115.0,2706.0,6.5
Houston Rockets,Philadelphia 76ers,2022-12-05,L,1,False,-100,2606.0,-8.0
Memphis Grizzlies,Miami Heat,2022-12-05,W,0,False,0,2606.0,-5.5
Dallas Mavericks,Phoenix Suns,2022-12-05,L,1,False,-100,2506.0,3.5
Golden State Warriors,Indiana Pacers,2022-12-05,W,1,True,125.0,2631.0,12.5
Cleveland Cavaliers,Los Angeles Lakers,2022-12-06,L,1,False,-100,2531.0,5.5
Miami Heat,Detroit Pistons,2022-12-06,W,1,True,120.0,2651.0,9.5
Denver Nuggets,Dallas Mavericks,2022-12-06,W,1,True,90,2741.0,4.5
Orlando Magic,LA Clippers,2022-12-07,-,1,False,0,2741.0,0
New York Knicks,Atlanta Hawks,2022-12-07,L,1,False,-100,2641.0,2.0
Toronto Raptors,Los Angeles Lakers,2022-12-07,W,0,False,0,2641.0,12.5
Brooklyn Nets,Charlotte Hornets,2022-12-07,L,0,True,0,2641.0,10.5
New Orleans Pelicans,Detroit Pistons,2022-12-07,L,0,True,0,2641.0,11.0
Memphis Grizzlies,Oklahoma City Thunder,2022-12-07,L,1,False,-100,2541.0,8.5
Chicago Bulls,Washington Wizards,2022-12-07,W,1,True,115.0,2656.0,5.0
Milwaukee Bucks,Sacramento Kings,2022-12-07,W,0,False,0,2656.0,7.0
Minnesota Timberwolves,Indiana Pacers,2022-12-07,L,1,False,-100,2556.0,5.5
Utah Jazz,Golden State Warriors,2022-12-07,W,1,True,83,2639.0,5.5
Phoenix Suns,Boston Celtics,2022-12-07,W,1,True,80,2719.0,1.5
Miami Heat,LA Clippers,2022-12-08,-,1,False,0,2719.0,0
San Antonio Spurs,Houston Rockets,2022-12-08,W,0,False,0,2719.0,-2.5
Portland Trail Blazers,Denver Nuggets,2022-12-08,L,1,False,-100,2619.0,-1.5
Charlotte Hornets,New York Knicks,2022-12-09,W,1,True,83,2702.0,-4.0
Indiana Pacers,Washington Wizards,2022-12-09,L,1,False,-100,2602.0,4.0
Orlando Magic,Toronto Raptors,2022-12-09,L,1,False,-100,2502.0,-7.5
Cleveland Cavaliers,Sacramento Kings,2022-12-09,L,0,True,0,2502.0,3.5
Philadelphia 76ers,Los Angeles Lakers,2022-12-09,L,1,False,-100,2402.0,5.0
Brooklyn Nets,Atlanta Hawks,2022-12-09,W,1,True,115.0,2517.0,7.5
Memphis Grizzlies,Detroit Pistons,2022-12-09,W,0,False,0,2517.0,10.5
Utah Jazz,Minnesota Timberwolves,2022-12-09,W,1,True,100.0,2617.0,-0.5
Dallas Mavericks,Milwaukee Bucks,2022-12-09,W,1,True,72,2689.0,-1.0
Miami Heat,San Antonio Spurs,2022-12-10,W,1,True,125.0,2814.0,12.5
Indiana Pacers,Brooklyn Nets,2022-12-10,W,1,True,125.0,2939.0,8.5
Washington Wizards,LA Clippers,2022-12-10,-,1,False,0,2939.0,0
Cleveland Cavaliers,Oklahoma City Thunder,2022-12-10,L,1,False,-100,2839.0,4.5
Chicago Bulls,Dallas Mavericks,2022-12-10,L,1,False,-100,2739.0,5.5
Denver Nuggets,Utah Jazz,2022-12-10,W,1,True,83,2822.0,11.5
Portland Trail Blazers,Minnesota Timberwolves,2022-12-10,L,1,False,-100,2722.0,5.5
New Orleans Pelicans,Phoenix Suns,2022-12-11,W,0,False,0,2722.0,4.0
Detroit Pistons,Los Angeles Lakers,2022-12-11,W,1,True,110.0,2832.0,-5.5
New York Knicks,Sacramento Kings,2022-12-11,L,1,False,-100,2732.0,2.5
Philadelphia 76ers,Charlotte Hornets,2022-12-11,W,0,False,0,2732.0,10.5
Orlando Magic,Toronto Raptors,2022-12-11,L,1,False,-100,2632.0,-7.0
Atlanta Hawks,Chicago Bulls,2022-12-11,W,1,True,90,2722.0,3.5
Houston Rockets,Milwaukee Bucks,2022-12-11,L,1,False,-100,2622.0,-10.0
Washington Wizards,Brooklyn Nets,2022-12-12,W,1,True,80,2702.0,-5.5
Indiana Pacers,Miami Heat,2022-12-12,W,1,True,115.0,2817.0,-3.5
Memphis Grizzlies,Atlanta Hawks,2022-12-12,W,0,False,0,2817.0,9.5
Dallas Mavericks,Oklahoma City Thunder,2022-12-12,W,1,True,72,2889.0,8.5
San Antonio Spurs,Cleveland Cavaliers,2022-12-12,L,1,False,-100,2789.0,-9.5
Portland Trail Blazers,Minnesota Timberwolves,2022-12-12,W,0,False,0,2789.0,4.0
LA Clippers,Boston Celtics,2022-12-12,-,1,False,0,2789.0,0
Philadelphia 76ers,Sacramento Kings,2022-12-13,W,0,False,0,2789.0,4.5
Milwaukee Bucks,Golden State Warriors,2022-12-13,W,0,False,0,2789.0,3.0
Houston Rockets,Phoenix Suns,2022-12-13,L,1,False,-100,2689.0,-7.0
Utah Jazz,New Orleans Pelicans,2022-12-13,L,1,False,-100,2589.0,-2.0
Los Angeles Lakers,Boston Celtics,2022-12-13,W,1,True,90,2679.0,-4.0
Orlando Magic,Atlanta Hawks,2022-12-14,L,1,False,-100,2579.0,-3.0
Indiana Pacers,Golden State Warriors,2022-12-14,W,0,False,0,2579.0,-4.5
Charlotte Hornets,Detroit Pistons,2022-12-14,W,1,True,72,2651.0,4.5
Toronto Raptors,Sacramento Kings,2022-12-14,W,1,True,120.0,2771.0,5.0
Chicago Bulls,New York Knicks,2022-12-14,W,1,True,100.0,2871.0,3.5
San Antonio Spurs,Portland Trail Blazers,2022-12-14,W,1,True,125.0,2996.0,-7.5
Oklahoma City Thunder,Miami Heat,2022-12-14,L,1,False,-100,2896.0,-3.0
Dallas Mavericks,Cleveland Cavaliers,2022-12-14,W,1,True,120.0,3016.0,2.5
Denver Nuggets,Washington Wizards,2022-12-14,L,1,False,-100,2916.0,11.5
LA Clippers,Minnesota Timberwolves,2022-12-14,-,1,False,0,2916.0,0
Memphis Grizzlies,Milwaukee Bucks,2022-12-15,L,1,False,-100,2816.0,3.0
Houston Rockets,Miami Heat,2022-12-15,W,1,True,115.0,2931.0,-2.5
Utah Jazz,New Orleans Pelicans,2022-12-15,L,1,False,-100,2831.0,-1.0
LA Clippers,Phoenix Suns,2022-12-15,-,1,False,0,2831.0,0
Charlotte Hornets,Atlanta Hawks,2022-12-16,W,1,True,72,2903.0,1.5
Detroit Pistons,Sacramento Kings,2022-12-16,W,1,True,105.0,3008.0,-6.5
Cleveland Cavaliers,Indiana Pacers,2022-12-16,W,1,True,72,3080.0,8.0
Boston Celtics,Orlando Magic,2022-12-16,L,0,True,0,3080.0,13.0
Philadelphia 76ers,Golden State Warriors,2022-12-16,W,0,False,0,3080.0,9.0
Toronto Raptors,Brooklyn Nets,2022-12-16,W,1,True,90,3170.0,-1.0
Chicago Bulls,New York Knicks,2022-12-16,W,1,True,110.0,3280.0,3.0
Oklahoma City Thunder,Minnesota Timberwolves,2022-12-16,W,1,True,72,3352.0,4.5
Dallas Mavericks,Portland Trail Blazers,2022-12-16,L,1,False,-100,3252.0,4.0
Los Angeles Lakers,Denver Nuggets,2022-12-16,L,1,False,-100,3152.0,-1.5
LA Clippers,Washington Wizards,2022-12-17,-,1,False,0,3152.0,0
San Antonio Spurs,Miami Heat,2022-12-17,W,1,True,72,3224.0,-8.0
Houston Rockets,Portland Trail Blazers,2022-12-17,W,1,True,90,3314.0,-3.0
Cleveland Cavaliers,Dallas Mavericks,2022-12-17,W,1,True,110.0,3424.0,9.0
Milwaukee Bucks,Utah Jazz,2022-12-17,L,1,False,-100,3324.0,2.0
Oklahoma City Thunder,Memphis Grizzlies,2022-12-17,L,1,False,-100,3224.0,-11.0
Phoenix Suns,New Orleans Pelicans,2022-12-17,L,1,False,-100,3124.0,3.0
Boston Celtics,Orlando Magic,2022-12-18,L,0,True,0,3124.0,11.0
Indiana Pacers,New York Knicks,2022-12-18,W,1,True,120.0,3244.0,-1.0
Detroit Pistons,Brooklyn Nets,2022-12-18,L,1,False,-100,3144.0,-8.5
Toronto Raptors,Golden State Warriors,2022-12-18,W,1,True,83,3227.0,6.0
Minnesota Timberwolves,Chicago Bulls,2022-12-18,W,0,False,0,3227.0,-2.0
Denver Nuggets,Charlotte Hornets,2022-12-18,W,1,True,115.0,3342.0,9.0
Los Angeles Lakers,Washington Wizards,2022-12-18,W,1,True,90,3432.0,3.0
Cleveland Cavaliers,Utah Jazz,2022-12-19,L,1,False,-100,3332.0,7.5
Philadelphia 76ers,Toronto Raptors,2022-12-19,W,1,True,115.0,3447.0,6.5
Atlanta Hawks,Orlando Magic,2022-12-19,W,1,True,100.0,3547.0,9.0
Minnesota Timberwolves,Dallas Mavericks,2022-12-19,L,1,False,-100,3447.0,-6.0
Houston Rockets,San Antonio Spurs,2022-12-19,W,1,True,125.0,3572.0,4.5
New Orleans Pelicans,Milwaukee Bucks,2022-12-19,W,1,True,105.0,3677.0,-0.5
Oklahoma City Thunder,Portland Trail Blazers,2022-12-19,L,1,False,-100,3577.0,-4.5
Phoenix Suns,Los Angeles Lakers,2022-12-19,L,1,False,-100,3477.0,11.5
Sacramento Kings,Charlotte Hornets,2022-12-19,W,1,True,83,3560.0,10.0
Detroit Pistons,Utah Jazz,2022-12-20,W,1,True,83,3643.0,-2.5
Miami Heat,Chicago Bulls,2022-12-20,W,1,True,83,3726.0,1.5
New York Knicks,Golden State Warriors,2022-12-20,W,0,False,0,3726.0,6.0
Phoenix Suns,Washington Wizards,2022-12-20,W,1,True,83,3809.0,7.5
Denver Nuggets,Memphis Grizzlies,2022-12-20,W,0,False,0,3809.0,-1.0
Cleveland Cavaliers,Milwaukee Bucks,2022-12-21,L,1,False,-100,3709.0,2.5
Philadelphia 76ers,Detroit Pistons,2022-12-21,L,1,False,-100,3609.0,12.0
New York Knicks,Toronto Raptors,2022-12-21,W,1,True,80,3689.0,2.0
Brooklyn Nets,Golden State Warriors,2022-12-21,L,1,False,-100,3589.0,10.5
Atlanta Hawks,Chicago Bulls,2022-12-21,W,1,True,115.0,3704.0,5.0
Boston Celtics,Indiana Pacers,2022-12-21,W,1,True,105.0,3809.0,9.5
Oklahoma City Thunder,Portland Trail Blazers,2022-12-21,L,1,False,-100,3709.0,-4.0
Minnesota Timberwolves,Dallas Mavericks,2022-12-21,W,1,True,83,3792.0,-2.5
Houston Rockets,Orlando Magic,2022-12-21,W,1,True,72,3864.0,1.0
Sacramento Kings,Los Angeles Lakers,2022-12-21,W,0,False,0,3864.0,8.0
LA Clippers,Charlotte Hornets,2022-12-21,-,1,False,0,3864.0,0
New Orleans Pelicans,San Antonio Spurs,2022-12-22,L,1,False,-100,3764.0,8.5
Utah Jazz,Washington Wizards,2022-12-22,W,0,False,0,3764.0,7.0
Orlando Magic,San Antonio Spurs,2022-12-23,L,1,False,-100,3664.0,6.0
Philadelphia 76ers,LA Clippers,2022-12-23,-,0,False,0,3664.0,0
Brooklyn Nets,Milwaukee Bucks,2022-12-23,L,1,False,-100,3564.0,2.5
Cleveland Cavaliers,Toronto Raptors,2022-12-23,W,1,True,105.0,3669.0,4.5
Atlanta Hawks,Detroit Pistons,2022-12-23,W,0,False,0,3669.0,9.5
New York Knicks,Chicago Bulls,2022-12-23,W,1,True,120.0,3789.0,4.5
Boston Celtics,Minnesota Timberwolves,2022-12-23,L,1,False,-100,3689.0,10.5
Houston Rockets,Dallas Mavericks,2022-12-23,L,1,False,-100,3589.0,-7.0
Oklahoma City Thunder,New Orleans Pelicans,2022-12-23,W,1,True,83,3672.0,2.0
Miami Heat,Indiana Pacers,2022-12-23,W,1,True,110.0,3782.0,6.0
Denver Nuggets,Portland Trail Blazers,2022-12-23,W,0,False,0,3782.0,6.0
Sacramento Kings,Washington Wizards,2022-12-23,W,1,True,80,3862.0,7.5
Phoenix Suns,Memphis Grizzlies,2022-12-23,L,0,True,0,3862.0,-3.5
Los Angeles Lakers,Charlotte Hornets,2022-12-23,W,1,True,80,3942.0,3.0
New York Knicks,Philadelphia 76ers,2022-12-25,W,1,True,105.0,4047.0,-2.0
Dallas Mavericks,Los Angeles Lakers,2022-12-25,L,1,False,-100,3947.0,7.5
Boston Celtics,Milwaukee Bucks,2022-12-25,W,0,False,0,3947.0,5.5
Golden State Warriors,Memphis Grizzlies,2022-12-25,L,1,False,-100,3847.0,-7.0
Denver Nuggets,Phoenix Suns,2022-12-25,W,1,True,120.0,3967.0,4.0
Cleveland Cavaliers,Brooklyn Nets,2022-12-26,W,1,True,125.0,4092.0,2.0
Detroit Pistons,LA Clippers,2022-12-26,-,1,False,0,4092.0,0
Miami Heat,Minnesota Timberwolves,2022-12-26,W,0,False,0,4092.0,0.5
New Orleans Pelicans,Indiana Pacers,2022-12-26,L,1,False,-100,3992.0,1.5
Chicago Bulls,Houston Rockets,2022-12-26,W,1,True,100.0,4092.0,7.0
San Antonio Spurs,Utah Jazz,2022-12-26,L,1,False,-100,3992.0,-5.0
Portland Trail Blazers,Charlotte Hornets,2022-12-26,L,1,False,-100,3892.0,5.5
Orlando Magic,Los Angeles Lakers,2022-12-27,W,1,True,80,3972.0,3.0
Washington Wizards,Philadelphia 76ers,2022-12-27,L,1,False,-100,3872.0,-5.0
Toronto Raptors,LA Clippers,2022-12-27,-,1,False,0,3872.0,0
Indiana Pacers,Atlanta Hawks,2022-12-27,L,1,False,-100,3772.0,-2.0
Boston Celtics,Houston Rockets,2022-12-27,W,0,False,0,3772.0,15.0
Memphis Grizzlies,Phoenix Suns,2022-12-27,W,1,True,83,3855.0,7.5
Oklahoma City Thunder,San Antonio Spurs,2022-12-27,L,1,False,-100,3755.0,6.5
Dallas Mavericks,New York Knicks,2022-12-27,W,1,True,105.0,3860.0,5.5
Golden State Warriors,Charlotte Hornets,2022-12-27,W,1,True,125.0,3985.0,5.5
Sacramento Kings,Denver Nuggets,2022-12-27,W,1,True,83,4068.0,-3.5
Washington Wizards,Phoenix Suns,2022-12-28,L,1,False,-100,3968.0,-2.5
Detroit Pistons,Orlando Magic,2022-12-28,L,1,False,-100,3868.0,-1.0
Atlanta Hawks,Brooklyn Nets,2022-12-28,L,1,False,-100,3768.0,-7.0
Miami Heat,Los Angeles Lakers,2022-12-28,L,1,False,-100,3668.0,8.5
Chicago Bulls,Milwaukee Bucks,2022-12-28,L,1,False,-100,3568.0,-2.5
New Orleans Pelicans,Minnesota Timberwolves,2022-12-28,W,1,True,115.0,3683.0,6.5
Sacramento Kings,Denver Nuggets,2022-12-28,W,1,True,72,3755.0,3.5
Golden State Warriors,Utah Jazz,2022-12-28,W,0,False,0,3755.0,-4.5
Indiana Pacers,Cleveland Cavaliers,2022-12-29,L,1,False,-100,3655.0,-6.5
Charlotte Hornets,Oklahoma City Thunder,2022-12-29,L,1,False,-100,3555.0,2.5
Boston Celtics,LA Clippers,2022-12-29,-,0,False,0,3555.0,0
Toronto Raptors,Memphis Grizzlies,2022-12-29,W,1,True,80,3635.0,-10.5
San Antonio Spurs,New York Knicks,2022-12-29,L,1,False,-100,3535.0,2.5
Dallas Mavericks,Houston Rockets,2022-12-29,L,1,False,-100,3435.0,14.5
Orlando Magic,Washington Wizards,2022-12-30,W,1,True,115.0,3550.0,-4.5
Atlanta Hawks,Los Angeles Lakers,2022-12-30,W,1,True,120.0,3670.0,9.5
Toronto Raptors,Phoenix Suns,2022-12-30,L,1,False,-100,3570.0,2.0
Milwaukee Bucks,Minnesota Timberwolves,2022-12-30,L,1,False,-100,3470.0,7.5
Chicago Bulls,Detroit Pistons,2022-12-30,L,1,False,-100,3370.0,7.5
New Orleans Pelicans,Philadelphia 76ers,2022-12-30,L,1,False,-100,3270.0,-1.0
Denver Nuggets,Miami Heat,2022-12-30,W,0,False,0,3270.0,4.5
Golden State Warriors,Portland Trail Blazers,2022-12-30,L,1,False,-100,3170.0,1.0
Sacramento Kings,Utah Jazz,2022-12-30,W,1,True,105.0,3275.0,3.5
Indiana Pacers,LA Clippers,2022-12-31,-,0,False,0,3275.0,0
Charlotte Hornets,Brooklyn Nets,2022-12-31,W,1,True,83,3358.0,-6.5
Chicago Bulls,Cleveland Cavaliers,2022-12-31,L,1,False,-100,3258.0,-1.5
Houston Rockets,New York Knicks,2022-12-31,W,1,True,105.0,3363.0,-3.5
San Antonio Spurs,Dallas Mavericks,2022-12-31,L,1,False,-100,3263.0,-7.5
Minnesota Timberwolves,Detroit Pistons,2022-12-31,L,0,True,0,3263.0,7.0
Oklahoma City Thunder,Philadelphia 76ers,2022-12-31,W,1,True,105.0,3368.0,-2.5
Memphis Grizzlies,New Orleans Pelicans,2022-12-31,L,1,False,-100,3268.0,6.5
Utah Jazz,Miami Heat,2022-12-31,W,1,True,100.0,3368.0,4.0
