Home Team,Away Team,Date,Result,Prediction,Correct?,Bet Result,Total,spread
Minnesota Timberwolves,Oklahoma City Thunder,2022-12-03,W,1,True,105.0,2467.0,5.0
Golden State Warriors,Houston Rockets,2022-12-03,W,0,False,0,2467.0,11.5
Utah Jazz,Portland Trail Blazers,2022-12-03,W,1,True,80,2547.0,5.0
New Orleans Pelicans,Denver Nuggets,2022-12-04,L,1,False,-100,2447.0,2.0
San Antonio Spurs,Phoenix Suns,2022-12-04,W,1,True,125.0,2572.0,-10.0
Brooklyn Nets,Boston Celtics,2022-12-04,W,1,True,100.0,2672.0,-2.5
Washington Wizards,Los Angeles Lakers,2022-12-04,W,1,True,72,2744.0,2.0
Sacramento Kings,Chicago Bulls,2022-12-04,W,0,False,0,2744.0,3.0
New York Knicks,Cleveland Cavaliers,2022-12-04,L,1,False,-100,2644.0,-3.0
Detroit Pistons,Memphis Grizzlies,2022-12-04,W,1,True,83,2727.0,-6.5
Portland Trail Blazers,Indiana Pacers,2022-12-04,L,1,False,-100,2627.0,5.5
Orlando Magic,Milwaukee Bucks,2022-12-05,L,1,False,-100,2527.0,-10.5
Charlotte Hornets,LA Clippers,2022-12-05,-,1,False,0,2527.0,0
Toronto Raptors,Boston Celtics,2022-12-05,W,1,True,72,2599.0,1.5
Atlanta Hawks,Oklahoma City Thunder,2022-12-05,W,1,True,115.0,2714.0,6.5
Houston Rockets,Philadelphia 76ers,2022-12-05,L,1,False,-100,2614.0,-8.0
Memphis Grizzlies,Miami Heat,2022-12-05,W,0,False,0,2614.0,-5.5
Dallas Mavericks,Phoenix Suns,2022-12-05,L,1,False,-100,2514.0,3.5
Golden State Warriors,Indiana Pacers,2022-12-05,W,1,True,83,2597.0,12.5
Cleveland Cavaliers,Los Angeles Lakers,2022-12-06,L,1,False,-100,2497.0,5.5
Miami Heat,Detroit Pistons,2022-12-06,W,1,True,90,2587.0,9.5
Denver Nuggets,Dallas Mavericks,2022-12-06,W,1,True,105.0,2692.0,4.5
Orlando Magic,LA Clippers,2022-12-07,-,1,False,0,2692.0,0
New York Knicks,Atlanta Hawks,2022-12-07,L,1,False,-100,2592.0,2.0
Toronto Raptors,Los Angeles Lakers,2022-12-07,W,0,False,0,2592.0,12.5
Brooklyn Nets,Charlotte Hornets,2022-12-07,L,0,True,0,2592.0,10.5
New Orleans Pelicans,Detroit Pistons,2022-12-07,L,0,True,0,2592.0,11.0
Memphis Grizzlies,Oklahoma City Thunder,2022-12-07,L,1,False,-100,2492.0,8.5
Chicago Bulls,Washington Wizards,2022-12-07,W,1,True,83,2575.0,5.0
Milwaukee Bucks,Sacramento Kings,2022-12-07,W,0,False,0,2575.0,7.0
Minnesota Timberwolves,Indiana Pacers,2022-12-07,L,1,False,-100,2475.0,5.5
Utah Jazz,Golden State Warriors,2022-12-07,W,1,True,90,2565.0,5.5
Phoenix Suns,Boston Celtics,2022-12-07,W,1,True,90,2655.0,1.5
Miami Heat,LA Clippers,2022-12-08,-,1,False,0,2655.0,0
San Antonio Spurs,Houston Rockets,2022-12-08,W,0,False,0,2655.0,-2.5
Portland Trail Blazers,Denver Nuggets,2022-12-08,L,1,False,-100,2555.0,-1.5
Charlotte Hornets,New York Knicks,2022-12-09,W,1,True,90,2645.0,-4.0
Indiana Pacers,Washington Wizards,2022-12-09,L,1,False,-100,2545.0,4.0
Orlando Magic,Toronto Raptors,2022-12-09,L,1,False,-100,2445.0,-7.5
Cleveland Cavaliers,Sacramento Kings,2022-12-09,L,0,True,0,2445.0,3.5
Philadelphia 76ers,Los Angeles Lakers,2022-12-09,L,1,False,-100,2345.0,5.0
Brooklyn Nets,Atlanta Hawks,2022-12-09,W,1,True,105.0,2450.0,7.5
Memphis Grizzlies,Detroit Pistons,2022-12-09,W,0,False,0,2450.0,10.5
Utah Jazz,Minnesota Timberwolves,2022-12-09,W,1,True,125.0,2575.0,-0.5
Dallas Mavericks,Milwaukee Bucks,2022-12-09,W,1,True,120.0,2695.0,-1.0
Miami Heat,San Antonio Spurs,2022-12-10,W,1,True,110.0,2805.0,12.5
Indiana Pacers,Brooklyn Nets,2022-12-10,W,1,True,83,2888.0,8.5
Washington Wizards,LA Clippers,2022-12-10,-,1,False,0,2888.0,0
Cleveland Cavaliers,Oklahoma City Thunder,2022-12-10,L,1,False,-100,2788.0,4.5
Chicago Bulls,Dallas Mavericks,2022-12-10,L,1,False,-100,2688.0,5.5
Denver Nuggets,Utah Jazz,2022-12-10,W,1,True,83,2771.0,11.5
Portland Trail Blazers,Minnesota Timberwolves,2022-12-10,L,1,False,-100,2671.0,5.5
New Orleans Pelicans,Phoenix Suns,2022-12-11,W,0,False,0,2671.0,4.0
Detroit Pistons,Los Angeles Lakers,2022-12-11,W,1,True,125.0,2796.0,-5.5
New York Knicks,Sacramento Kings,2022-12-11,L,1,False,-100,2696.0,2.5
Philadelphia 76ers,Charlotte Hornets,2022-12-11,W,0,False,0,2696.0,10.5
Orlando Magic,Toronto Raptors,2022-12-11,L,1,False,-100,2596.0,-7.0
Atlanta Hawks,Chicago Bulls,2022-12-11,W,1,True,115.0,2711.0,3.5
Houston Rockets,Milwaukee Bucks,2022-12-11,L,1,False,-100,2611.0,-10.0
Washington Wizards,Brooklyn Nets,2022-12-12,W,1,True,100.0,2711.0,-5.5
Indiana Pacers,Miami Heat,2022-12-12,W,1,True,100.0,2811.0,-3.5
Memphis Grizzlies,Atlanta Hawks,2022-12-12,W,0,False,0,2811.0,9.5
Dallas Mavericks,Oklahoma City Thunder,2022-12-12,W,1,True,90,2901.0,8.5
San Antonio Spurs,Cleveland Cavaliers,2022-12-12,L,1,False,-100,2801.0,-9.5
Portland Trail Blazers,Minnesota Timberwolves,2022-12-12,W,0,False,0,2801.0,4.0
LA Clippers,Boston Celtics,2022-12-12,-,1,False,0,2801.0,0
Philadelphia 76ers,Sacramento Kings,2022-12-13,W,0,False,0,2801.0,4.5
Milwaukee Bucks,Golden State Warriors,2022-12-13,W,0,False,0,2801.0,3.0
Houston Rockets,Phoenix Suns,2022-12-13,L,1,False,-100,2701.0,-7.0
Utah Jazz,New Orleans Pelicans,2022-12-13,L,1,False,-100,2601.0,-2.0
Los Angeles Lakers,Boston Celtics,2022-12-13,W,1,True,83,2684.0,-4.0
Orlando Magic,Atlanta Hawks,2022-12-14,L,1,False,-100,2584.0,-3.0
Indiana Pacers,Golden State Warriors,2022-12-14,W,0,False,0,2584.0,-4.5
Charlotte Hornets,Detroit Pistons,2022-12-14,W,1,True,100.0,2684.0,4.5
Toronto Raptors,Sacramento Kings,2022-12-14,W,1,True,90,2774.0,5.0
Chicago Bulls,New York Knicks,2022-12-14,W,1,True,100.0,2874.0,3.5
San Antonio Spurs,Portland Trail Blazers,2022-12-14,W,1,True,120.0,2994.0,-7.5
Oklahoma City Thunder,Miami Heat,2022-12-14,L,1,False,-100,2894.0,-3.0
Dallas Mavericks,Cleveland Cavaliers,2022-12-14,W,1,True,100.0,2994.0,2.5
Denver Nuggets,Washington Wizards,2022-12-14,L,1,False,-100,2894.0,11.5
LA Clippers,Minnesota Timberwolves,2022-12-14,-,1,False,0,2894.0,0
Memphis Grizzlies,Milwaukee Bucks,2022-12-15,L,1,False,-100,2794.0,3.0
Houston Rockets,Miami Heat,2022-12-15,W,1,True,105.0,2899.0,-2.5
Utah Jazz,New Orleans Pelicans,2022-12-15,L,1,False,-100,2799.0,-1.0
LA Clippers,Phoenix Suns,2022-12-15,-,1,False,0,2799.0,0
Charlotte Hornets,Atlanta Hawks,2022-12-16,W,1,True,83,2882.0,1.5
Detroit Pistons,Sacramento Kings,2022-12-16,W,1,True,120.0,3002.0,-6.5
Cleveland Cavaliers,Indiana Pacers,2022-12-16,W,1,True,80,3082.0,8.0
Boston Celtics,Orlando Magic,2022-12-16,L,0,True,0,3082.0,13.0
Philadelphia 76ers,Golden State Warriors,2022-12-16,W,0,False,0,3082.0,9.0
Toronto Raptors,Brooklyn Nets,2022-12-16,W,1,True,90,3172.0,-1.0
Chicago Bulls,New York Knicks,2022-12-16,W,1,True,80,3252.0,3.0
Oklahoma City Thunder,Minnesota Timberwolves,2022-12-16,W,1,True,110.0,3362.0,4.5
Dallas Mavericks,Portland Trail Blazers,2022-12-16,L,1,False,-100,3262.0,4.0
Los Angeles Lakers,Denver Nuggets,2022-12-16,L,1,False,-100,3162.0,-1.5
LA Clippers,Washington Wizards,2022-12-17,-,1,False,0,3162.0,0
San Antonio Spurs,Miami Heat,2022-12-17,W,1,True,83,3245.0,-8.0
Houston Rockets,Portland Trail Blazers,2022-12-17,W,1,True,83,3328.0,-3.0
Cleveland Cavaliers,Dallas Mavericks,2022-12-17,W,1,True,110.0,3438.0,9.0
Milwaukee Bucks,Utah Jazz,2022-12-17,L,1,False,-100,3338.0,2.0
Oklahoma City Thunder,Memphis Grizzlies,2022-12-17,L,1,False,-100,3238.0,-11.0
Phoenix Suns,New Orleans Pelicans,2022-12-17,L,1,False,-100,3138.0,3.0
Boston Celtics,Orlando Magic,2022-12-18,L,0,True,0,3138.0,11.0
Indiana Pacers,New York Knicks,2022-12-18,W,1,True,72,3210.0,-1.0
Detroit Pistons,Brooklyn Nets,2022-12-18,L,1,False,-100,3110.0,-8.5
Toronto Raptors,Golden State Warriors,2022-12-18,W,1,True,80,3190.0,6.0
Minnesota Timberwolves,Chicago Bulls,2022-12-18,W,0,False,0,3190.0,-2.0
Denver Nuggets,Charlotte Hornets,2022-12-18,W,1,True,80,3270.0,9.0
Los Angeles Lakers,Washington Wizards,2022-12-18,W,1,True,72,3342.0,3.0
Cleveland Cavaliers,Utah Jazz,2022-12-19,L,1,False,-100,3242.0,7.5
Philadelphia 76ers,Toronto Raptors,2022-12-19,W,1,True,125.0,3367.0,6.5
Atlanta Hawks,Orlando Magic,2022-12-19,W,1,True,80,3447.0,9.0
Minnesota Timberwolves,Dallas Mavericks,2022-12-19,L,1,False,-100,3347.0,-6.0
Houston Rockets,San Antonio Spurs,2022-12-19,W,1,True,120.0,3467.0,4.5
New Orleans Pelicans,Milwaukee Bucks,2022-12-19,W,1,True,83,3550.0,-0.5
Oklahoma City Thunder,Portland Trail Blazers,2022-12-19,L,1,False,-100,3450.0,-4.5
Phoenix Suns,Los Angeles Lakers,2022-12-19,L,1,False,-100,3350.0,11.5
Sacramento Kings,Charlotte Hornets,2022-12-19,W,1,True,80,3430.0,10.0
Detroit Pistons,Utah Jazz,2022-12-20,W,1,True,125.0,3555.0,-2.5
Miami Heat,Chicago Bulls,2022-12-20,W,1,True,125.0,3680.0,1.5
New York Knicks,Golden State Warriors,2022-12-20,W,0,False,0,3680.0,6.0
Phoenix Suns,Washington Wizards,2022-12-20,W,1,True,80,3760.0,7.5
Denver Nuggets,Memphis Grizzlies,2022-12-20,W,0,False,0,3760.0,-1.0
Cleveland Cavaliers,Milwaukee Bucks,2022-12-21,L,1,False,-100,3660.0,2.5
Philadelphia 76ers,Detroit Pistons,2022-12-21,L,1,False,-100,3560.0,12.0
New York Knicks,Toronto Raptors,2022-12-21,W,1,True,120.0,3680.0,2.0
Brooklyn Nets,Golden State Warriors,2022-12-21,L,1,False,-100,3580.0,10.5
Atlanta Hawks,Chicago Bulls,2022-12-21,W,1,True,72,3652.0,5.0
Boston Celtics,Indiana Pacers,2022-12-21,W,1,True,80,3732.0,9.5
Oklahoma City Thunder,Portland Trail Blazers,2022-12-21,L,1,False,-100,3632.0,-4.0
Minnesota Timberwolves,Dallas Mavericks,2022-12-21,W,1,True,115.0,3747.0,-2.5
Houston Rockets,Orlando Magic,2022-12-21,W,1,True,110.0,3857.0,1.0
Sacramento Kings,Los Angeles Lakers,2022-12-21,W,0,False,0,3857.0,8.0
LA Clippers,Charlotte Hornets,2022-12-21,-,1,False,0,3857.0,0
New Orleans Pelicans,San Antonio Spurs,2022-12-22,L,1,False,-100,3757.0,8.5
Utah Jazz,Washington Wizards,2022-12-22,W,0,False,0,3757.0,7.0
Orlando Magic,San Antonio Spurs,2022-12-23,L,1,False,-100,3657.0,6.0
Philadelphia 76ers,LA Clippers,2022-12-23,-,0,False,0,3657.0,0
Brooklyn Nets,Milwaukee Bucks,2022-12-23,L,1,False,-100,3557.0,2.5
Cleveland Cavaliers,Toronto Raptors,2022-12-23,W,1,True,72,3629.0,4.5
Atlanta Hawks,Detroit Pistons,2022-12-23,W,0,False,0,3629.0,9.5
New York Knicks,Chicago Bulls,2022-12-23,W,1,True,110.0,3739.0,4.5
Boston Celtics,Minnesota Timberwolves,2022-12-23,L,1,False,-100,3639.0,10.5
Houston Rockets,Dallas Mavericks,2022-12-23,L,1,False,-100,3539.0,-7.0
Oklahoma City Thunder,New Orleans Pelicans,2022-12-23,W,1,True,110.0,3649.0,2.0
Miami Heat,Indiana Pacers,2022-12-23,W,1,True,110.0,3759.0,6.0
Denver Nuggets,Portland Trail Blazers,2022-12-23,W,0,False,0,3759.0,6.0
Sacramento Kings,Washington Wizards,2022-12-23,W,1,True,100.0,3859.0,7.5
Phoenix Suns,Memphis Grizzlies,2022-12-23,L,0,True,0,3859.0,-3.5
Los Angeles Lakers,Charlotte Hornets,2022-12-23,W,1,True,120.0,3979.0,3.0
New York Knicks,Philadelphia 76ers,2022-12-25,W,1,True,80,4059.0,-2.0
Dallas Mavericks,Los Angeles Lakers,2022-12-25,L,1,False,-100,3959.0,7.5
Boston Celtics,Milwaukee Bucks,2022-12-25,W,0,False,0,3959.0,5.5
Golden State Warriors,Memphis Grizzlies,2022-12-25,L,1,False,-100,3859.0,-7.0
Denver Nuggets,Phoenix Suns,2022-12-25,W,1,True,120.0,3979.0,4.0
Cleveland Cavaliers,Brooklyn Nets,2022-12-26,W,1,True,120.0,4099.0,2.0
Detroit Pistons,LA Clippers,2022-12-26,-,1,False,0,4099.0,0
Miami Heat,Minnesota Timberwolves,2022-12-26,W,0,False,0,4099.0,0.5
New Orleans Pelicans,Indiana Pacers,2022-12-26,L,1,False,-100,3999.0,1.5
Chicago Bulls,Houston Rockets,2022-12-26,W,1,True,105.0,4104.0,7.0
San Antonio Spurs,Utah Jazz,2022-12-26,L,1,False,-100,4004.0,-5.0
Portland Trail Blazers,Charlotte Hornets,2022-12-26,L,1,False,-100,3904.0,5.5
Orlando Magic,Los Angeles Lakers,2022-12-27,W,1,True,80,3984.0,3.0
Washington Wizards,Philadelphia 76ers,2022-12-27,L,1,False,-100,3884.0,-5.0
Toronto Raptors,LA Clippers,2022-12-27,-,1,False,0,3884.0,0
Indiana Pacers,Atlanta Hawks,2022-12-27,L,1,False,-100,3784.0,-2.0
Boston Celtics,Houston Rockets,2022-12-27,W,0,False,0,3784.0,15.0
Memphis Grizzlies,Phoenix Suns,2022-12-27,W,1,True,105.0,3889.0,7.5
Oklahoma City Thunder,San Antonio Spurs,2022-12-27,L,1,False,-100,3789.0,6.5
Dallas Mavericks,New York Knicks,2022-12-27,W,1,True,83,3872.0,5.5
Golden State Warriors,Charlotte Hornets,2022-12-27,W,1,True,80,3952.0,5.5
Sacramento Kings,Denver Nuggets,2022-12-27,W,1,True,110.0,4062.0,-3.5
Washington Wizards,Phoenix Suns,2022-12-28,L,1,False,-100,3962.0,-2.5
Detroit Pistons,Orlando Magic,2022-12-28,L,1,False,-100,3862.0,-1.0
Atlanta Hawks,Brooklyn Nets,2022-12-28,L,1,False,-100,3762.0,-7.0
Miami Heat,Los Angeles Lakers,2022-12-28,L,1,False,-100,3662.0,8.5
Chicago Bulls,Milwaukee Bucks,2022-12-28,L,1,False,-100,3562.0,-2.5
New Orleans Pelicans,Minnesota Timberwolves,2022-12-28,W,1,True,105.0,3667.0,6.5
Sacramento Kings,Denver Nuggets,2022-12-28,W,1,True,100.0,3767.0,3.5
Golden State Warriors,Utah Jazz,2022-12-28,W,0,False,0,3767.0,-4.5
Indiana Pacers,Cleveland Cavaliers,2022-12-29,L,1,False,-100,3667.0,-6.5
Charlotte Hornets,Oklahoma City Thunder,2022-12-29,L,1,False,-100,3567.0,2.5
Boston Celtics,LA Clippers,2022-12-29,-,0,False,0,3567.0,0
Toronto Raptors,Memphis Grizzlies,2022-12-29,W,1,True,120.0,3687.0,-10.5
San Antonio Spurs,New York Knicks,2022-12-29,L,1,False,-100,3587.0,2.5
Dallas Mavericks,Houston Rockets,2022-12-29,L,1,False,-100,3487.0,14.5
Orlando Magic,Washington Wizards,2022-12-30,W,1,True,83,3570.0,-4.5
Atlanta Hawks,Los Angeles Lakers,2022-12-30,W,1,True,105.0,3675.0,9.5
Toronto Raptors,Phoenix Suns,2022-12-30,L,1,False,-100,3575.0,2.0
Milwaukee Bucks,Minnesota Timberwolves,2022-12-30,L,1,False,-100,3475.0,7.5
Chicago Bulls,Detroit Pistons,2022-12-30,L,1,False,-100,3375.0,7.5
New Orleans Pelicans,Philadelphia 76ers,2022-12-30,L,1,False,-100,3275.0,-1.0
Denver Nuggets,Miami Heat,2022-12-30,W,0,False,0,3275.0,4.5
Golden State Warriors,Portland Trail Blazers,2022-12-30,L,1,False,-100,3175.0,1.0
Sacramento Kings,Utah Jazz,2022-12-30,W,1,True,125.0,3300.0,3.5
Indiana Pacers,LA Clippers,2022-12-31,-,0,False,0,3300.0,0
Charlotte Hornets,Brooklyn Nets,2022-12-31,W,1,True,90,3390.0,-6.5
Chicago Bulls,Cleveland Cavaliers,2022-12-31,L,1,False,-100,3290.0,-1.5
Houston Rockets,New York Knicks,2022-12-31,W,1,True,100.0,3390.0,-3.5
San Antonio Spurs,Dallas Mavericks,2022-12-31,L,1,False,-100,3290.0,-7.5
Minnesota Timberwolves,Detroit Pistons,2022-12-31,L,0,True,0,3290.0,7.0
Oklahoma City Thunder,Philadelphia 76ers,2022-12-31,W,1,True,110.0,3400.0,-2.5
Memphis Grizzlies,New Orleans Pelicans,2022-12-31,L,1,False,-100,3300.0,6.5
Utah Jazz,Miami Heat,2022-12-31,W,1,True,83,3383.0,4.0
